MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:103156	Gabrg1	gamma-aminobutyric acid (GABA) A receptor, subunit gamma 1	5		GABA-gated chloride ion channel activity			IBA	PTN000436343 	J:265628 	
MGI:103156	Gabrg1	gamma-aminobutyric acid (GABA) A receptor, subunit gamma 1	5		inhibitory extracellular ligand-gated ion channel activity			IBA	PTN001055383 	J:265628 	
MGI:103156	Gabrg1	gamma-aminobutyric acid (GABA) A receptor, subunit gamma 1	5		ion channel activity			IEA	IPR006028 IPR006201 	J:72247 	
MGI:103156	Gabrg1	gamma-aminobutyric acid (GABA) A receptor, subunit gamma 1	5		transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential			IBA	PTN000436343 	J:265628 	
MGI:95623	Gabrg2	gamma-aminobutyric acid (GABA) A receptor, subunit gamma 2	11		chloride channel activity			IMP		J:211247 	
MGI:95623	Gabrg2	gamma-aminobutyric acid (GABA) A receptor, subunit gamma 2	11		chloride channel activity			ISO	RGD:61966 	J:155856 	
MGI:95623	Gabrg2	gamma-aminobutyric acid (GABA) A receptor, subunit gamma 2	11		extracellular ligand-gated ion channel activity			IEA	IPR006202 IPR036734 	J:72247 	
MGI:95623	Gabrg2	gamma-aminobutyric acid (GABA) A receptor, subunit gamma 2	11	contributes_to	GABA-gated chloride ion channel activity			IDA		J:281261 	
MGI:95623	Gabrg2	gamma-aminobutyric acid (GABA) A receptor, subunit gamma 2	11	contributes_to	GABA-gated chloride ion channel activity			ISO	P18507 	J:164563 	
MGI:95623	Gabrg2	gamma-aminobutyric acid (GABA) A receptor, subunit gamma 2	11		inhibitory extracellular ligand-gated ion channel activity			IBA	PTN001055383 	J:265628 	
MGI:95623	Gabrg2	gamma-aminobutyric acid (GABA) A receptor, subunit gamma 2	11		ion channel activity			IEA	IPR006028 IPR006201 	J:72247 	
MGI:95623	Gabrg2	gamma-aminobutyric acid (GABA) A receptor, subunit gamma 2	11		transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential			IBA	PTN000436343 	J:265628 	
MGI:95623	Gabrg2	gamma-aminobutyric acid (GABA) A receptor, subunit gamma 2	11		transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential	happens in GABA-ergic synapse,happens in cerebral cortex		IDA		J:265616 	
MGI:95623	Gabrg2	gamma-aminobutyric acid (GABA) A receptor, subunit gamma 2	11		transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential	happens in GABA-ergic synapse,happens in cerebral cortex		IMP		J:265616 	
MGI:95624	Gabrg3	gamma-aminobutyric acid (GABA) A receptor, subunit gamma 3	7	contributes_to	chloride channel activity			IBA	PTN001055382 	J:265628 	
MGI:95624	Gabrg3	gamma-aminobutyric acid (GABA) A receptor, subunit gamma 3	7		chloride channel activity			ISO	RGD:621735 	J:155856 	
MGI:95624	Gabrg3	gamma-aminobutyric acid (GABA) A receptor, subunit gamma 3	7		extracellular ligand-gated ion channel activity			IEA	IPR006202 IPR036734 	J:72247 	
MGI:95624	Gabrg3	gamma-aminobutyric acid (GABA) A receptor, subunit gamma 3	7		GABA-gated chloride ion channel activity			IBA	PTN000436343 	J:265628 	
MGI:95624	Gabrg3	gamma-aminobutyric acid (GABA) A receptor, subunit gamma 3	7		inhibitory extracellular ligand-gated ion channel activity			IBA	PTN001055383 	J:265628 	
MGI:95624	Gabrg3	gamma-aminobutyric acid (GABA) A receptor, subunit gamma 3	7		ion channel activity			IEA	IPR006028 IPR006201 	J:72247 	
MGI:95624	Gabrg3	gamma-aminobutyric acid (GABA) A receptor, subunit gamma 3	7		transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential			IBA	PTN000436343 	J:265628 	
MGI:95624	Gabrg3	gamma-aminobutyric acid (GABA) A receptor, subunit gamma 3	7		transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential	happens in GABA-ergic synapse,happens in cerebral cortex		IDA		J:108894 	
MGI:95624	Gabrg3	gamma-aminobutyric acid (GABA) A receptor, subunit gamma 3	7		transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential	happens in GABA-ergic synapse,happens in cerebral cortex		IMP		J:108894 	
MGI:2387597	Gabrp	gamma-aminobutyric acid (GABA) A receptor, pi	11	contributes_to	chloride channel activity			IBA	PTN001055382 	J:265628 	
MGI:2387597	Gabrp	gamma-aminobutyric acid (GABA) A receptor, pi	11		extracellular ligand-gated ion channel activity			IEA	IPR006202 IPR036734 	J:72247 	
MGI:2387597	Gabrp	gamma-aminobutyric acid (GABA) A receptor, pi	11		ion channel activity			IEA	IPR006028 IPR006201 	J:72247 	
MGI:1888498	Gabrq	gamma-aminobutyric acid (GABA) A receptor, subunit theta	X	contributes_to	chloride channel activity			IBA	PTN001055382 	J:265628 	
MGI:1888498	Gabrq	gamma-aminobutyric acid (GABA) A receptor, subunit theta	X		extracellular ligand-gated ion channel activity			IEA	IPR006202 IPR036734 	J:72247 	
MGI:1888498	Gabrq	gamma-aminobutyric acid (GABA) A receptor, subunit theta	X		ion channel activity			IEA	IPR006028 IPR006201 	J:72247 	
MGI:95625	Gabrr1	gamma-aminobutyric acid (GABA) C receptor, subunit rho 1	4	contributes_to	chloride channel activity			IBA	PTN001055382 	J:265628 	
MGI:95625	Gabrr1	gamma-aminobutyric acid (GABA) C receptor, subunit rho 1	4		extracellular ligand-gated ion channel activity			IEA	IPR006202 IPR036734 	J:72247 	
MGI:95625	Gabrr1	gamma-aminobutyric acid (GABA) C receptor, subunit rho 1	4		ion channel activity			IEA	IPR006028 IPR006201 	J:72247 	
MGI:95625	Gabrr1	gamma-aminobutyric acid (GABA) C receptor, subunit rho 1	4		ligand-gated ion channel activity involved in regulation of presynaptic membrane potential	happens in glutamatergic synapse,happens in retina		EXP		J:76682 	
MGI:95625	Gabrr1	gamma-aminobutyric acid (GABA) C receptor, subunit rho 1	4		ligand-gated ion channel activity involved in regulation of presynaptic membrane potential	happens in glutamatergic synapse,happens in retina		IDA		J:76682 	
MGI:95625	Gabrr1	gamma-aminobutyric acid (GABA) C receptor, subunit rho 1	4		ligand-gated ion channel activity involved in regulation of presynaptic membrane potential	happens in glutamatergic synapse,happens in retina		IMP		J:76682 	
MGI:95625	Gabrr1	gamma-aminobutyric acid (GABA) C receptor, subunit rho 1	4		transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential	happens in GABA-ergic synapse,happens in retina		IDA		J:76682 	
MGI:95625	Gabrr1	gamma-aminobutyric acid (GABA) C receptor, subunit rho 1	4		transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential	happens in GABA-ergic synapse,happens in retina		IMP		J:76682 	
MGI:95626	Gabrr2	gamma-aminobutyric acid (GABA) C receptor, subunit rho 2	4	contributes_to	chloride channel activity			IBA	PTN001055382 	J:265628 	
MGI:95626	Gabrr2	gamma-aminobutyric acid (GABA) C receptor, subunit rho 2	4		extracellular ligand-gated ion channel activity			IEA	IPR006202 IPR036734 	J:72247 	
MGI:95626	Gabrr2	gamma-aminobutyric acid (GABA) C receptor, subunit rho 2	4		ion channel activity			IEA	IPR006028 IPR006201 	J:72247 	
MGI:95626	Gabrr2	gamma-aminobutyric acid (GABA) C receptor, subunit rho 2	4		transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential			ISO	RGD:61902 	J:155856 	
MGI:3588203	Gabrr3	gamma-aminobutyric acid (GABA) receptor, rho 3	16	contributes_to	chloride channel activity			IBA	PTN001055382 	J:265628 	
MGI:95718	Gjc1	gap junction protein, gamma 1	11		ion channel activity			IGI	MGI:2384150 	J:109627 	
MGI:2384150	Gjd3	gap junction protein, delta 3	11		ion channel activity			IDA		J:109627 	
MGI:2384150	Gjd3	gap junction protein, delta 3	11		ion channel activity			IGI	MGI:95718 	J:109627 	
MGI:95747	Glra1	glycine receptor, alpha 1 subunit	11	contributes_to	chloride channel activity			IBA	PTN001055382 	J:265628 	
MGI:95747	Glra1	glycine receptor, alpha 1 subunit	11		extracellular ligand-gated ion channel activity			IEA	IPR006202 IPR036734 	J:72247 	
MGI:95747	Glra1	glycine receptor, alpha 1 subunit	11	contributes_to	extracellularly glycine-gated chloride channel activity			IBA	PTN001055303 	J:265628 	
MGI:95747	Glra1	glycine receptor, alpha 1 subunit	11		extracellularly glycine-gated chloride channel activity			IDA		J:20373 	
MGI:95747	Glra1	glycine receptor, alpha 1 subunit	11		extracellularly glycine-gated chloride channel activity	happens in hypoglossal nucleus,happens in neuron		IMP	MGI:1856177 MGI:1856362 	J:108318 	
MGI:95747	Glra1	glycine receptor, alpha 1 subunit	11		extracellularly glycine-gated chloride channel activity			IMP		J:228551 	
MGI:95747	Glra1	glycine receptor, alpha 1 subunit	11	contributes_to	extracellularly glycine-gated chloride channel activity			ISO	P23415 	J:73065 	
MGI:95747	Glra1	glycine receptor, alpha 1 subunit	11		extracellularly glycine-gated chloride channel activity			ISO	RGD:2704 	J:155856 	
MGI:95747	Glra1	glycine receptor, alpha 1 subunit	11		extracellularly glycine-gated chloride channel activity			ISO	P23415 	J:73065 	
MGI:95747	Glra1	glycine receptor, alpha 1 subunit	11		extracellularly glycine-gated ion channel activity			ISO	RGD:2704 	J:155856 	
MGI:95747	Glra1	glycine receptor, alpha 1 subunit	11		ion channel activity			IEA	IPR006028 IPR006201 	J:72247 	
MGI:95747	Glra1	glycine receptor, alpha 1 subunit	11		transmitter-gated ion channel activity			IEA	IPR008127 	J:72247 	
MGI:95747	Glra1	glycine receptor, alpha 1 subunit	11		transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential	happens in glycinergic synapse,happens in medulla oblongata		IDA		J:248717 	
MGI:95747	Glra1	glycine receptor, alpha 1 subunit	11		transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential	happens in glycinergic synapse,happens in medulla oblongata		IMP		J:248717 	
MGI:95748	Glra2	glycine receptor, alpha 2 subunit	X	contributes_to	chloride channel activity			IBA	PTN001055382 	J:265628 	
MGI:95748	Glra2	glycine receptor, alpha 2 subunit	X		extracellular ligand-gated ion channel activity			IEA	IPR006202 IPR036734 	J:72247 	
MGI:95748	Glra2	glycine receptor, alpha 2 subunit	X	contributes_to	extracellularly glycine-gated chloride channel activity			IBA	PTN001055303 	J:265628 	
MGI:95748	Glra2	glycine receptor, alpha 2 subunit	X		extracellularly glycine-gated chloride channel activity			ISO	P23416 	J:164563 	
MGI:95748	Glra2	glycine receptor, alpha 2 subunit	X		glycine-gated chloride ion channel activity			ISO	P23416 	J:164563 	
MGI:95748	Glra2	glycine receptor, alpha 2 subunit	X		ion channel activity			IEA	IPR006028 IPR006201 	J:72247 	
MGI:95748	Glra2	glycine receptor, alpha 2 subunit	X		transmitter-gated ion channel activity			IEA	IPR008127 	J:72247 	
MGI:95748	Glra2	glycine receptor, alpha 2 subunit	X		transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential	happens in glycinergic synapse,happens in retina		IDA		J:176536 	
MGI:95748	Glra2	glycine receptor, alpha 2 subunit	X		transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential	happens in glycinergic synapse,happens in retina		IMP		J:176536 	
MGI:95749	Glra3	glycine receptor, alpha 3 subunit	8	contributes_to	chloride channel activity			IBA	PTN001055382 	J:265628 	
MGI:95749	Glra3	glycine receptor, alpha 3 subunit	8		extracellular ligand-gated ion channel activity			IEA	IPR006202 IPR036734 	J:72247 	
MGI:95749	Glra3	glycine receptor, alpha 3 subunit	8	contributes_to	extracellularly glycine-gated chloride channel activity			IBA	PTN001055303 	J:265628 	
MGI:95749	Glra3	glycine receptor, alpha 3 subunit	8		extracellularly glycine-gated chloride channel activity			ISO	RGD:621229 	J:155856 	
MGI:95749	Glra3	glycine receptor, alpha 3 subunit	8		extracellularly glycine-gated chloride channel activity			ISO	O75311 	J:164563 	
MGI:95749	Glra3	glycine receptor, alpha 3 subunit	8		glycine-gated chloride ion channel activity			ISO	O75311 	J:164563 	
MGI:95749	Glra3	glycine receptor, alpha 3 subunit	8		ion channel activity			IEA	IPR006028 IPR006201 	J:72247 	
MGI:95749	Glra3	glycine receptor, alpha 3 subunit	8		transmitter-gated ion channel activity			IEA	IPR008127 	J:72247 	
MGI:95750	Glra4	glycine receptor, alpha 4 subunit	X	contributes_to	chloride channel activity			IBA	PTN001055382 	J:265628 	
MGI:95750	Glra4	glycine receptor, alpha 4 subunit	X		extracellular ligand-gated ion channel activity			IEA	IPR006202 IPR036734 	J:72247 	
MGI:95750	Glra4	glycine receptor, alpha 4 subunit	X		extracellularly glycine-gated chloride channel activity			IDA		J:229376 	
MGI:95750	Glra4	glycine receptor, alpha 4 subunit	X		ion channel activity			IEA	IPR006028 IPR006201 	J:72247 	
MGI:95750	Glra4	glycine receptor, alpha 4 subunit	X		transmitter-gated ion channel activity			IEA	IPR008127 	J:72247 	
MGI:95751	Glrb	glycine receptor, beta subunit	3	contributes_to	chloride channel activity			IBA	PTN001055382 	J:265628 	
MGI:95751	Glrb	glycine receptor, beta subunit	3		extracellular ligand-gated ion channel activity			IEA	IPR006202 IPR036734 	J:72247 	
MGI:95751	Glrb	glycine receptor, beta subunit	3	contributes_to	extracellularly glycine-gated chloride channel activity			IBA	PTN001055303 	J:265628 	
MGI:95751	Glrb	glycine receptor, beta subunit	3		extracellularly glycine-gated chloride channel activity	happens in hypoglossal nucleus,happens in neuron		IMP	MGI:1856363 	J:108318 	
MGI:95751	Glrb	glycine receptor, beta subunit	3		extracellularly glycine-gated chloride channel activity	happens in spinal cord ventral horn,happens in neuron		IMP	MGI:1856363 	J:107528 	
MGI:95751	Glrb	glycine receptor, beta subunit	3	contributes_to	extracellularly glycine-gated chloride channel activity			ISO	P48167 	J:164563 	
MGI:95751	Glrb	glycine receptor, beta subunit	3	contributes_to	extracellularly glycine-gated chloride channel activity			ISS	P48167 	J:31284 	
MGI:95751	Glrb	glycine receptor, beta subunit	3		extracellularly glycine-gated ion channel activity			ISO	RGD:2706 	J:155856 	
MGI:95751	Glrb	glycine receptor, beta subunit	3		extracellularly glycine-gated ion channel activity			ISO	P48167 	J:164563 	
MGI:95751	Glrb	glycine receptor, beta subunit	3		extracellularly glycine-gated ion channel activity			ISS	P48167 	J:31284 	
MGI:95751	Glrb	glycine receptor, beta subunit	3		ion channel activity			IEA	IPR006201 	J:72247 	
MGI:95751	Glrb	glycine receptor, beta subunit	3		transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential	happens in glycinergic synapse,happens in brainstem		IDA		J:108318 	
MGI:95751	Glrb	glycine receptor, beta subunit	3		transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential	happens in glycinergic synapse,happens in brainstem		IMP		J:108318 	
MGI:107671	Gpm6a	glycoprotein m6a	8		calcium channel activity			ISO	RGD:631368 	J:155856 	
MGI:1914799	Gpr89	G protein-coupled receptor 89	3		voltage-gated anion channel activity			IBA	PTN000409301 	J:265628 	
MGI:1914799	Gpr89	G protein-coupled receptor 89	3		voltage-gated anion channel activity			ISO	B7ZAQ6 	J:164563 	
MGI:95808	Gria1	glutamate receptor, ionotropic, AMPA1 (alpha 1)	11		AMPA glutamate receptor activity			IBA	PTN000438081 	J:265628 	
MGI:95808	Gria1	glutamate receptor, ionotropic, AMPA1 (alpha 1)	11		AMPA glutamate receptor activity			IDA		J:260353 	
MGI:95808	Gria1	glutamate receptor, ionotropic, AMPA1 (alpha 1)	11		AMPA glutamate receptor activity			ISO	RGD:621531 	J:155856 	
MGI:95808	Gria1	glutamate receptor, ionotropic, AMPA1 (alpha 1)	11		AMPA glutamate receptor activity			ISO	P42261 	J:164563 	
MGI:95808	Gria1	glutamate receptor, ionotropic, AMPA1 (alpha 1)	11		ion channel activity			IEA	IPR001508 	J:72247 	
MGI:95808	Gria1	glutamate receptor, ionotropic, AMPA1 (alpha 1)	11		ionotropic glutamate receptor activity			ISO	RGD:621531 	J:155856 	
MGI:95808	Gria1	glutamate receptor, ionotropic, AMPA1 (alpha 1)	11		ligand-gated ion channel activity			IBA	PTN000437926 	J:265628 	
MGI:95808	Gria1	glutamate receptor, ionotropic, AMPA1 (alpha 1)	11		transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential	happens in glutamatergic synapse,happens in hippocampal formation		IDA		J:76021 	
MGI:95808	Gria1	glutamate receptor, ionotropic, AMPA1 (alpha 1)	11		transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential	happens in glutamatergic synapse,happens in hippocampal formation		IMP		J:76021 	
MGI:95809	Gria2	glutamate receptor, ionotropic, AMPA2 (alpha 2)	3		AMPA glutamate receptor activity			IBA	PTN000438081 	J:265628 	
MGI:95809	Gria2	glutamate receptor, ionotropic, AMPA2 (alpha 2)	3		AMPA glutamate receptor activity			ISO	RGD:61862 	J:155856 	
MGI:95809	Gria2	glutamate receptor, ionotropic, AMPA2 (alpha 2)	3		extracellularly glutamate-gated ion channel activity			IDA		J:87180 	
MGI:95809	Gria2	glutamate receptor, ionotropic, AMPA2 (alpha 2)	3		ion channel activity			IEA	IPR001508 	J:72247 	
MGI:95809	Gria2	glutamate receptor, ionotropic, AMPA2 (alpha 2)	3		ionotropic glutamate receptor activity			IDA		J:87180 	
